Slovo;Rod;Slovo2;Rod2
rozvahu;ženský;rozvahu;ženský
ale;;ale;
u;stredný;u;
sa;;sa;
jedno;;jedno;stredný
svetlo;stredný;svetlo;stredný
za;;za;
druhým;ženský;druhým;stredný
Ruky;ženský;Ruky;ženský
ma;;ma;všeobecný
zúfalo;;zúfalo;
boleli;ženský;boleli;ženský
a;stredný;a;
na;;na;
krátky;mužský neživotný;krátky;mužský neživotný
ale;;ale;
nepríjemný;mužský neživotný;nepríjemný;mužský neživotný
okamih;mužský neživotný;okamih;mužský neživotný
som;;som;
nadobudla;ženský;nadobudla;ženský
dojem;mužský neživotný;dojem;mužský neživotný
že;;že;
spadnem;;spadnem;
na;;na;
nesprávnu;ženský;nesprávnu;ženský
stranu;ženský;stranu;ženský
Čo;stredný;Čo;stredný
sa;;sa;
deje;mužský neživotný;deje;
spýtal;mužský neživotný;spýtal;mužský životný
sa;;sa;
hoci;;hoci;
sme;;sme;
to;stredný;to;stredný
obaja;mužský životný;obaja;mužský životný
vedeli;ženský;vedeli;všeobecný
Zoskočili;ženský;Zoskočili;všeobecný
sme;;sme;
naraz;;naraz;
Smiali;ženský;Smiali;všeobecný
sme;;sme;
sa;;sa;
až;;až;
sme;;sme;
lapali;ženský;lapali;všeobecný
dych;mužský neživotný;dych;mužský neživotný
a;stredný;a;
držali;ženský;držali;všeobecný
sa;;sa;
za;;za;
ruky;ženský;ruky;ženský
Si;;Si;
super;ženský;super;ženský
povedal;mužský neživotný;povedal;mužský životný
Radšej;;Radšej;mužský životný
padajme;;padajme;
Pred;;Pred;
naším;mužský neživotný;naším;mužský neživotný
domom;mužský neživotný;domom;mužský neživotný
sme;;sme;
sa;;sa;
zvalili;ženský;zvalili;všeobecný
do;;do;
trávy;ženský;trávy;ženský
od;;od;
behu;mužský neživotný;behu;mužský neživotný
sme;;sme;
sa;;sa;
smiali;ženský;smiali;všeobecný
Po;;Po;
chvíli;ženský;chvíli;ženský
vyliezol;mužský neživotný;vyliezol;mužský životný
na;;na;
strechu;ženský;strechu;ženský
Vzal;mužský neživotný;Vzal;mužský životný
kôš;mužský neživotný;kôš;mužský neživotný
a;stredný;a;
deku;ženský;deku;ženský
do;;do;
ktorej;ženský;ktorej;ženský
sme;;sme;
sa;;sa;
spolu;;spolu;
zabalili;ženský;zabalili;všeobecný
Myslíš;;Myslíš;
že;;že;
nás;;nás;všeobecný
spoznal;mužský neživotný;spoznal;mužský životný
spýtal;mužský neživotný;spýtal;mužský životný
sa;;sa;
keď;;keď;
sme;;sme;
sa;;sa;
prestali;ženský;prestali;všeobecný
triasť;;triasť;
Pokrútila;ženský;Pokrútila;ženský
som;;som;
hlavou;ženský;hlavou;ženský
odvetila;ženský;odvetila;ženský
som;;som;
Asi;;Asi;
ho;;ho;mužský životný
viac;mužský životný;viac;
zaujímal;mužský neživotný;zaujímal;mužský neživotný
mesiac;mužský neživotný;mesiac;mužský neživotný
Mlčky;;Mlčky;
sme;;sme;
sedeli;ženský;sedeli;všeobecný
a;stredný;a;
dívali;ženský;dívali;všeobecný
sa;;sa;
ako;;ako;
medená;ženský;medená;ženský
žiara;ženský;žiara;ženský
pomaly;;pomaly;
bledne;;bledne;
som;;som;
ho;;ho;mužský životný
Napokon;;Napokon;
sme;;sme;
z;stredný;z;
kríkov;mužský neživotný;kríkov;mužský neživotný
vybrali;ženský;vybrali;všeobecný
bicykel;mužský neživotný;bicykel;mužský neživotný
a;stredný;a;
pomaly;;pomaly;
sme;;sme;
vyšli;ženský;vyšli;všeobecný
na;;na;
ulicu;ženský;ulicu;ženský
Poskladali;ženský;Poskladali;všeobecný
sme;;sme;
vlhkú;ženský;vlhkú;ženský
deku;ženský;deku;ženský
napchali;ženský;napchali;všeobecný
ju;ženský;ju;ženský
do;;do;
koša;mužský neživotný;koša;mužský neživotný
ktorý;mužský neživotný;ktorý;mužský neživotný
sme;;sme;
pomaly;;pomaly;
uväzovali;ženský;uväzovali;všeobecný
o;;o;
Vedela;ženský;Vedela;ženský
som;;som;
že;;že;
obaja;mužský životný;obaja;mužský životný
túžime;;túžime;
aby;;aby;
táto;ženský;táto;ženský
čarovná;ženský;čarovná;ženský
noc;ženský;noc;ženský
trvala;ženský;trvala;ženský
večne;;večne;
zašepkal;mužský neživotný;zašepkal;mužský životný
objal;mužský neživotný;objal;mužský životný
ma;;ma;všeobecný
okolo;;okolo;
krku;mužský neživotný;krku;mužský neživotný
a;stredný;a;
hladkal;mužský neživotný;hladkal;mužský životný
ma;;ma;všeobecný
po;;po;
vlasoch;mužský neživotný;vlasoch;mužský neživotný
Nato;;Nato;
ma;;ma;všeobecný
pobozkal;mužský neživotný;pobozkal;mužský životný
Bez;;Bez;
problémov;mužský neživotný;problémov;mužský neživotný
našiel;mužský neživotný;našiel;mužský životný
moje;ženský;moje;ženský
pery;ženský;pery;ženský
akoby;;akoby;
dôverne;;dôverne;
poznal;mužský neživotný;poznal;mužský životný
moju;ženský;moju;ženský
tvár;ženský;tvár;ženský
Váhavo;;Váhavo;
sme;;sme;
sa;;sa;
od;;od;
seba;;seba;všeobecný
odtrhli;ženský;odtrhli;všeobecný
a;stredný;a;
ma;;ma;všeobecný
odprevadil;mužský neživotný;odprevadil;mužský životný
k;stredný;k;
nášmu;mužský neživotný;nášmu;stredný
oknu;stredný;oknu;stredný
Potichučky;;Potichučky;
som;;som;
vyliezla;ženský;vyliezla;ženský
hore;;hore;
a;stredný;a;
prešmykla;ženský;prešmykla;ženský
sa;;sa;
dnu;;dnu;
Chcel;mužský neživotný;Chcel;mužský životný
by;;by;
som;;som;
začal;mužský neživotný;začal;mužský životný
ale;;ale;
umlčala;ženský;umlčala;ženský
som;;som;
ho;;ho;mužský životný
zobudiť;;zobudiť;
mamu;mužský neživotný;mamu;ženský
Vyklonila;ženský;Vyklonila;ženský
som;;som;
sa;;sa;
a;stredný;a;
pobozkala;ženský;pobozkala;ženský
ho;;ho;mužský životný
na;;na;
ucho;stredný;ucho;stredný
Mala;;Mala;ženský
som;;som;
dojem;mužský neživotný;dojem;mužský neživotný
že;;že;
som;;som;
sa;;sa;
vrátila;ženský;vrátila;ženský
z;stredný;z;
cesty;ženský;cesty;ženský
okolo;;okolo;
sveta;mužský neživotný;sveta;mužský neživotný
kapitola;ženský;kapitola;ženský
sa;;sa;
dočkať;;dočkať;
kedy;;kedy;
preberieme;;preberieme;
moje;ženský;moje;ženský
citové;ženský;citové;ženský
záležitosti;ženský;záležitosti;ženský
a;stredný;a;
tak;;tak;
prišla;ženský;prišla;ženský
k;stredný;k;
nám;;nám;všeobecný
Ako;;Ako;
bolo;stredný;bolo;stredný
včera;;včera;
večer;mužský neživotný;večer;
vyhŕkla;ženský;vyhŕkla;ženský
nahlas;;nahlas;
keď;;keď;
som;;som;
otvorila;ženský;otvorila;ženský
kuchynské;ženský;kuchynské;ženský
dvere;ženský;dvere;ženský
Psst;;Psst;
umlčala;ženský;umlčala;ženský
som;;som;
ju;ženský;ju;ženský
a;stredný;a;
ukázala;ženský;ukázala;ženský
na;;na;
obývačku;ženský;obývačku;ženský
kde;;kde;
mama;ženský;mama;ženský
čítala;ženský;čítala;ženský
noviny;ženský;noviny;ženský
Potlačila;ženský;Potlačila;ženský
som;;som;
Dobrý;mužský neživotný;Dobrý;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
zakričala;ženský;zakričala;ženský
veselo;;veselo;
mame;mužský neživotný;mame;ženský
Mám;;Mám;
tam;;tam;
po;;po;
niečo;stredný;niečo;stredný
zájsť;;zájsť;
Prekvapene;;Prekvapene;
som;;som;
na;;na;
ňu;ženský;ňu;ženský
pozrela;ženský;pozrela;ženský
Mama;ženský;Mama;ženský
zdvihla;ženský;zdvihla;ženský
oči;stredný;oči;stredný
od;;od;
novín;ženský;novín;ženský
a;stredný;a;
usmiala;ženský;usmiala;ženský
sa;;sa;
Tak;;Tak;
rozprávaj;;rozprávaj;
súrila;ženský;súrila;ženský
ma;;ma;všeobecný
keď;;keď;
sme;;sme;
nastúpili;ženský;nastúpili;všeobecný
do;;do;
jej;ženský;jej;mužský neživotný
džípu;mužský neživotný;džípu;mužský neživotný
Zabočila;ženský;Zabočila;ženský
za;;za;
roh;mužský neživotný;roh;mužský neživotný
a;stredný;a;
pridala;ženský;pridala;ženský
plyn;mužský neživotný;plyn;mužský neživotný
Strachopud;mužský životný;Strachopud;mužský životný
nafučala;ženský;nafučala;ženský
sa;;sa;
ale;;ale;
pretože;;pretože;
bola;ženský;bola;ženský
zvedavá;ženský;zvedavá;ženský
spomalila;ženský;spomalila;ženský
Zatmenie;stredný;Zatmenie;stredný
bolo;stredný;bolo;stredný
fantastické;ženský;fantastické;stredný
povedala;ženský;povedala;ženský
som;;som;
Samozrejme;;Samozrejme;
zvolala;ženský;zvolala;ženský
netrpezlivo;;netrpezlivo;
Sledovala;ženský;Sledovala;ženský
som;;som;
ho;;ho;stredný
na;;na;
chate;ženský;chate;ženský
Veľmi;;Veľmi;
smiešne;;smiešne;stredný
odvetila;ženský;odvetila;ženský
som;;som;
Skočili;ženský;Skočili;všeobecný
sme;;sme;
do;;do;
bazéna;mužský neživotný;bazéna;mužský neživotný
Od;;Od;
radosti;ženský;radosti;ženský
sa;;sa;
rozosmiala;ženský;rozosmiala;ženský
lebo;;lebo;
niečo;stredný;niečo;stredný
podobné;ženský;podobné;stredný
by;;by;
urobila;ženský;urobila;ženský
i;stredný;i;
ona;ženský;ona;ženský
Voda;ženský;Voda;ženský
bola;ženský;bola;ženský
určite;;určite;
ako;;ako;
ľad;mužský neživotný;ľad;mužský neživotný
A;;A;
tam;;tam;
ťa;;ťa;všeobecný
pobozkal;mužský neživotný;pobozkal;mužský životný
Nie;;Nie;
odvetila;ženský;odvetila;ženský
som;;som;
sa;;sa;
zatvárila;ženský;zatvárila;ženský
sklamane;;sklamane;
plesla;ženský;plesla;ženský
rukou;ženský;rukou;ženský
po;;po;
sedadle;stredný;sedadle;stredný
a;stredný;a;
otočila;ženský;otočila;ženský
sa;;sa;
ku;;ku;
mne;;mne;všeobecný
Tak;;Tak;
predsa;;predsa;
ste;stredný;ste;
sa;;sa;
bozkávali;ženský;bozkávali;všeobecný
zvolala;ženský;zvolala;ženský
Videla;ženský;Videla;ženský
som;;som;
to;stredný;to;stredný
na;;na;
tebe;;tebe;všeobecný
Teatrálne;;Teatrálne;
si;;si;
vzdychla;ženský;vzdychla;ženský
vzdychla;ženský;vzdychla;ženský
si;;si;
Slušne;;Slušne;
zopakovala;ženský;zopakovala;ženský
Človek;mužský životný;Človek;mužský životný
nikdy;;nikdy;
čo;stredný;čo;stredný
ako;;ako;
vypáli;;vypáli;
To;stredný;To;stredný
je;;je;
zbytočné;ženský;zbytočné;stredný
namietla;ženský;namietla;ženský
som;;som;
Vchádzala;ženský;Vchádzala;ženský
na;;na;
parkovacie;ženský;parkovacie;stredný
miesto;stredný;miesto;stredný
kde;;kde;
trhane;;trhane;
zastala;ženský;zastala;ženský
vypla;ženský;vypla;ženský
motor;mužský neživotný;motor;mužský neživotný
a;stredný;a;
kľúče;mužský neživotný;kľúče;mužský neživotný
si;;si;
hodila;ženský;hodila;ženský
do;;do;
kabelky;ženský;kabelky;ženský
Poďme;;Poďme;
najprv;;najprv;
do;;do;
Bula;ženský;Bula;mužský neživotný
navrhla;ženský;navrhla;ženský
Poslušne;;Poslušne;
som;;som;
sa;;sa;
za;;za;
ňou;ženský;ňou;ženský
vliekla;ženský;vliekla;ženský
a;stredný;a;
zaháňala;ženský;zaháňala;ženský
myšlienky;ženský;myšlienky;ženský
na;;na;
matematické;ženský;matematické;mužský neživotný
rébusy;mužský neživotný;rébusy;mužský neživotný
čo;stredný;čo;stredný
ma;;ma;všeobecný
doma;;doma;
čakajú;;čakajú;
Uži;;Uži;
si;;si;
trocha;ženský;trocha;
prikázala;ženský;prikázala;ženský
som;;som;
si;;si;
V;;V;
nás;;nás;všeobecný
ovalil;mužský neživotný;ovalil;mužský neživotný
závan;mužský neživotný;závan;mužský neživotný
chladného;mužský neživotný;chladného;mužský neživotný
klimatizovaného;mužský neživotný;klimatizovaného;mužský neživotný
vzduchu;mužský neživotný;vzduchu;mužský neživotný
a;stredný;a;
lákavá;ženský;lákavá;ženský
vôňa;ženský;vôňa;ženský
novučičkých;ženský;novučičkých;ženský
šiat;ženský;šiat;ženský
Preleteli;ženský;Preleteli;všeobecný
sme;;sme;
cez;;cez;
oddelenie;stredný;oddelenie;stredný
topánok;ženský;topánok;ženský
kozmetiky;ženský;kozmetiky;ženský
vyhli;ženský;vyhli;všeobecný
sme;;sme;
sa;;sa;
nápadne;;nápadne;
predavačkám;ženský;predavačkám;ženský
ktoré;ženský;ktoré;ženský
ponúkali;ženský;ponúkali;ženský
masky;ženský;masky;ženský
líčidlá;stredný;líčidlá;stredný
a;stredný;a;
vzorky;ženský;vzorky;ženský
kolínskej;ženský;kolínskej;ženský
tu;;tu;
bola;ženský;bola;ženský
ako;;ako;
doma;;doma;
veď;;veď;
napokon;;napokon;
aj;;aj;
ona;ženský;ona;ženský
dostala;ženský;dostala;ženský
pozvanie;stredný;pozvanie;stredný
na;;na;
ples;mužský neživotný;ples;mužský neživotný
debutantiek;ženský;debutantiek;ženský
ale;;ale;
odmietla;ženský;odmietla;ženský
naň;mužský neživotný;naň;mužský neživotný
ísť;;ísť;
sa;;sa;
zasmiala;ženský;zasmiala;ženský
Presne;;Presne;
povedala;ženský;povedala;ženský
a;stredný;a;
zadívala;ženský;zadívala;ženský
sa;;sa;
na;;na;
mňa;;mňa;všeobecný
Smiala;ženský;Smiala;ženský
som;;som;
sa;;sa;
Tá;ženský;Tá;ženský
farba;ženský;farba;ženský
naozaj;;naozaj;
pripomína;;pripomína;
požiarnické;ženský;požiarnické;stredný
auto;stredný;auto;stredný
Nádherne;;Nádherne;
ti;;ti;všeobecný
pristane;;pristane;
k;stredný;k;
vlasom;mužský neživotný;vlasom;mužský neživotný
dodala;ženský;dodala;ženský
Vyzerala;ženský;Vyzerala;ženský
staršie;ženský;staršie;
a;stredný;a;
veľmi;;veľmi;
intelektuálsky;mužský neživotný;intelektuálsky;
Sú;;Sú;
nápadné;ženský;nápadné;ženský
vyzývavé;ženský;vyzývavé;ženský
a;stredný;a;
slušné;ženský;slušné;stredný
dievča;stredný;dievča;stredný
sa;;sa;
v;;v;
nich;mužský neživotný;nich;ženský
môže;;môže;
odviazať;;odviazať;
a;stredný;a;
vyvádzať;;vyvádzať;
ako;;ako;
divoška;ženský;divoška;ženský
Zvŕtala;ženský;Zvŕtala;ženský
som;;som;
sa;;sa;
pred;;pred;
zrkadlom;stredný;zrkadlom;stredný
a;stredný;a;
spomínala;ženský;spomínala;ženský
na;;na;
bozk;mužský neživotný;bozk;mužský neživotný
Vzápätí;;Vzápätí;
som;;som;
sa;;sa;
však;;však;
vrátila;ženský;vrátila;ženský
do;;do;
skutočnosti;ženský;skutočnosti;ženský
Sú;;Sú;
ukrutne;;ukrutne;
drahé;ženský;drahé;ženský
povedala;ženský;povedala;ženský
som;;som;
ľútostivo;;ľútostivo;
a;stredný;a;
pohladila;ženský;pohladila;ženský
mäkkú;ženský;mäkkú;ženský
látku;ženský;látku;ženský
Toľko;;Toľko;stredný
peňazí;mužský neživotný;peňazí;mužský neživotný
na;;na;
oblečenie;stredný;oblečenie;stredný
za;;za;
celý;mužský neživotný;celý;mužský neživotný
rok;mužský neživotný;rok;mužský neživotný
Možno;;Možno;
povedala;ženský;povedala;ženský
som;;som;
pochybovačne;;pochybovačne;
pretože;;pretože;
sme;;sme;
mali;ženský;mali;všeobecný
úplne;;úplne;
rozdielne;;rozdielne;mužský neživotný
názory;mužský neživotný;názory;mužský neživotný
na;;na;
ceny;ženský;ceny;ženský
Vezmeš;;Vezmeš;
si;;si;
tie;mužský neživotný;tie;ženský
Predavačka;ženský;Predavačka;ženský
sa;;sa;
silene;;silene;
usmievala;ženský;usmievala;ženský
aby;;aby;
dala;ženský;dala;ženský
najavo;;najavo;
že;;že;
ju;ženský;ju;ženský
to;stredný;to;stredný
pobavilo;stredný;pobavilo;stredný
Tuším;;Tuším;
je;;je;
všetko;stredný;všetko;stredný
naruby;;naruby;
Už;;Už;
sa;;sa;
vrátiť;;vrátiť;
Svätá;ženský;Svätá;ženský
pravda;ženský;pravda;ženský
vziať;;vziať;
späť;;späť;
ani;;ani;
bozk;mužský neživotný;bozk;mužský neživotný
kapitola;ženský;kapitola;ženský
TUŠÍM;;TUŠÍM;
MÁŠ;;MÁŠ;
DOBRÚ;ženský;DOBRÚ;ženský
NÁLADU;ženský;NÁLADU;ženský
podozrievavo;;podozrievavo;
povedala;ženský;povedala;ženský
mama;ženský;mama;ženský
keď;;keď;
som;;som;
sa;;sa;
ponúkla;ženský;ponúkla;ženský
že;;že;
jej;ženský;jej;ženský
umyjem;;umyjem;
auto;stredný;auto;stredný
kým;;kým;
pôjde;mužský neživotný;pôjde;
do;;do;
práce;ženský;práce;ženský
Nie;;Nie;
ale;;ale;
vonku;;vonku;
je;;je;
tak;;tak;
krásne;;krásne;
odvetila;ženský;odvetila;ženský
som;;som;
i;stredný;i;
keď;;keď;
v;;v;
hlave;ženský;hlave;ženský
som;;som;
mala;;mala;ženský
len;;len;
Na;;Na;
dvore;mužský neživotný;dvore;mužský neživotný
som;;som;
hadicou;ženský;hadicou;ženský
napustila;ženský;napustila;ženský
slnkom;stredný;slnkom;stredný
vodu;ženský;vodu;ženský
a;stredný;a;
začala;ženský;začala;ženský
som;;som;
šampónovať;;šampónovať;
auto;stredný;auto;stredný
Obrátila;ženský;Obrátila;ženský
som;;som;
sa;;sa;
v;;v;
očakávaní;stredný;očakávaní;stredný
že;;že;
to;stredný;to;stredný
bol;ženský;bol;mužský neživotný
prelud;mužský neživotný;prelud;mužský neživotný
Natoľko;;Natoľko;
ma;;ma;všeobecný
zaskočil;mužský neživotný;zaskočil;mužský životný
že;;že;
som;;som;
ho;;ho;mužský životný
skoro;;skoro;
ostriekala;ženský;ostriekala;ženský
Dúfal;mužský neživotný;Dúfal;mužský životný
som;;som;
že;;že;
ťa;;ťa;všeobecný
tu;;tu;
nájdem;;nájdem;
povedal;mužský neživotný;povedal;mužský životný
a;stredný;a;
zosadol;mužský neživotný;zosadol;mužský životný
z;stredný;z;
bicykla;mužský neživotný;bicykla;mužský neživotný
Ona;ženský;Ona;ženský
je;;je;
a;stredný;a;
ja;stredný;ja;všeobecný
Musel;mužský neživotný;Musel;mužský životný
som;;som;
ťa;;ťa;všeobecný
vidieť;;vidieť;
Pustil;mužský neživotný;Pustil;mužský životný
bicykel;mužský neživotný;bicykel;mužský neživotný
a;stredný;a;
vbehol;mužský neživotný;vbehol;mužský životný
na;;na;
trávu;ženský;trávu;ženský
Mami;ženský;Mami;ženský
toto;stredný;toto;stredný
je;;je;
Veľmi;;Veľmi;
ma;;ma;všeobecný
teší;;teší;
O;;O;
chvíľu;;chvíľu;ženský
som;;som;
späť;;späť;
Vlastne;;Vlastne;
som;;som;
pred;;pred;
mamou;ženský;mamou;ženský
ešte;;ešte;
nikdy;;nikdy;
V;;V;
utorok;mužský neživotný;utorok;mužský neživotný
máme;;máme;
veľký;mužský neživotný;veľký;mužský neživotný
test;mužský neživotný;test;mužský neživotný
z;stredný;z;
fyziky;ženský;fyziky;ženský
Ospravedlníte;;Ospravedlníte;
ma;;ma;všeobecný
na;;na;
chvíľu;;chvíľu;ženský
spýtala;ženský;spýtala;ženský
sa;;sa;
Musím;;Musím;
sa;;sa;
porozprávať;;porozprávať;
s;stredný;s;
dcérou;ženský;dcérou;ženský
Isteže;;Isteže;
povedal;mužský neživotný;povedal;mužský životný
keď;;keď;
ma;;ma;všeobecný
odtiahla;ženský;odtiahla;ženský
nabok;;nabok;
Zvolila;ženský;Zvolila;ženský
som;;som;
nesprávne;;nesprávne;stredný
slová;stredný;slová;stredný
A;;A;
čo;stredný;čo;stredný
sa;;sa;
stalo;stredný;stalo;stredný
spýtala;ženský;spýtala;ženský
sa;;sa;
zvýšeným;ženský;zvýšeným;mužský neživotný
hlasom;mužský neživotný;hlasom;mužský neživotný
Nič;stredný;Nič;stredný
odvetila;ženský;odvetila;ženský
